Project Name;Project Description;Project Definition;Activity Description;Activity Name;Posted time (h);Comment
2WAA069020;Optimax - ECOPETROL REFICAR Refinery Colombia;Engineering;Data access;2.1.2.03;2;
2WAA069020;Optimax - ECOPETROL REFICAR Refinery Colombia;Engineering;Documentation;2.1.2.01;1;FDS, FAT/SAT documentation
2WAA069020;Optimax - ECOPETROL REFICAR Refinery Colombia;Engineering;Documentation;2.1.2.01;1;FDS, FAT/SAT documentation
2WAA069020;Optimax - ECOPETROL REFICAR Refinery Colombia;Engineering;Documentation;2.1.2.01;1;FDS, FAT/SAT documentation
2WAA069020;Optimax - ECOPETROL REFICAR Refinery Colombia;Engineering;Documentation;2.1.2.01;1;FDS, FAT/SAT documentation
2WAA069020;Optimax - ECOPETROL REFICAR Refinery Colombia;Engineering;Documentation;2.1.2.01;1;FDS, FAT/SAT documentation
2WAA069020;Optimax - ECOPETROL REFICAR Refinery Colombia;Engineering;Documentation;2.1.2.01;1;
2WAA069020;Optimax - ECOPETROL REFICAR Refinery Colombia;Engineering;Documentation;2.1.2.01;1;
2WAA069020;Optimax - ECOPETROL REFICAR Refinery Colombia;Engineering;Documentation;2.1.2.01;1;
2WAA069020;Optimax - ECOPETROL REFICAR Refinery Colombia;Engineering;Optimax Engineering;2.1.2.05;3;Data simulation, calculations and visualizations
2WAA069020;Optimax - ECOPETROL REFICAR Refinery Colombia;Engineering;Optimax Engineering;2.1.2.05;3;Data simulation, calculations and visualizations
2WAA069020;Optimax - ECOPETROL REFICAR Refinery Colombia;Engineering;Optimax Engineering;2.1.2.05;3;Data simulation, calculations and visualizations
2WAA069020;Optimax - ECOPETROL REFICAR Refinery Colombia;Engineering;Optimax Engineering;2.1.2.05;3;Data simulation, calculations and visualizations
2WAA069020;Optimax - ECOPETROL REFICAR Refinery Colombia;Engineering;Optimax Engineering;2.1.2.05;3;Data simulation, calculations and visualizations
2WAA069020;Optimax - ECOPETROL REFICAR Refinery Colombia;Engineering;Optimax Engineering;2.1.2.05;3;Data simulation, calculations and visualizations
2WAA069020;Optimax - ECOPETROL REFICAR Refinery Colombia;Engineering;Optimax Engineering;2.1.2.05;3;Data simulation, calculations and visualizations
2WAA069020;Optimax - ECOPETROL REFICAR Refinery Colombia;Engineering;Optimax Engineering;2.1.2.05;3;Data simulation, calculations and visualizations
2WAA069020;Optimax - ECOPETROL REFICAR Refinery Colombia;Engineering;Optimax Engineering;2.1.2.05;3;Data simulation, calculations and visualizations
2WAA069020;Optimax - ECOPETROL REFICAR Refinery Colombia;Engineering;Optimax Engineering;2.1.2.05;3;Data simulation, calculations and visualizations
2WAA069020;Optimax - ECOPETROL REFICAR Refinery Colombia;Project management;Planning & meetings;2.1.1.02;1;Weekly progress meetings
2WAA069020;Optimax - ECOPETROL REFICAR Refinery Colombia;Project management;Planning & meetings;2.1.1.02;1;Weekly progress meetings
2WAA069020;Optimax - ECOPETROL REFICAR Refinery Colombia;Project management;Planning & meetings;2.1.1.02;1;Weekly report meetings
2WAA069020;Optimax - ECOPETROL REFICAR Refinery Colombia;Project management;Planning & meetings;2.1.1.02;1;Weekly report meetings
2WAA069020;Optimax - ECOPETROL REFICAR Refinery Colombia;Project management;Planning & meetings;2.1.1.02;1;Progress meeting
2WAA069020;Optimax - ECOPETROL REFICAR Refinery Colombia;Project management;Planning & meetings;2.1.1.02;1;Progress meeting
2WAA069020;Optimax - ECOPETROL REFICAR Refinery Colombia;Project management;Planning & meetings;2.1.1.02;1;internal meetings and emailing with LBU
2WAA069020;Optimax - ECOPETROL REFICAR Refinery Colombia;Project management;Planning & meetings;2.1.1.02;2;internal meetings and emailing with LBU
2WAA069020;Optimax - ECOPETROL REFICAR Refinery Colombia;Project management;Planning & meetings;2.1.1.02;2;
2WAA069020;Optimax - ECOPETROL REFICAR Refinery Colombia;Project management;Planning & meetings;2.1.1.02;1;
2WAA069020;Optimax - ECOPETROL REFICAR Refinery Colombia;Project management;Planning & meetings;2.1.1.02;1;internal meetings and emailing with LBU
2WAA069020;Optimax - ECOPETROL REFICAR Refinery Colombia;Project management;Planning & meetings;2.1.1.02;1;internal meetings and emailing with LBU
2WAA069020;Optimax - ECOPETROL REFICAR Refinery Colombia;Project management;Planning & meetings;2.1.1.02;1;
2WAA069020;Optimax - ECOPETROL REFICAR Refinery Colombia;Engineering;Simulation/ FAT;2.1.2.06;3;Setting up data simulation on VM
2WAA069020;Optimax - ECOPETROL REFICAR Refinery Colombia;Engineering;Simulation/ FAT;2.1.2.06;2;
2WAA069020;Optimax - ECOPETROL REFICAR Refinery Colombia;Engineering;Simulation/ FAT;2.1.2.06;4;calculations update and onsite opx update
2WAA069020;Optimax - ECOPETROL REFICAR Refinery Colombia;COMMISSIONING;Testing & Handover;2.1.3.01;1;Preparing OPX for installation on site.
2WAA069020;Optimax - ECOPETROL REFICAR Refinery Colombia;COMMISSIONING;Testing & Handover;2.1.3.01;1;Preparing OPX for installation on site.
2WAA069020;Optimax - ECOPETROL REFICAR Refinery Colombia;COMMISSIONING;Testing & Handover;2.1.3.01;1;Preparing OPX for installation on site.
2WAA069020;Optimax - ECOPETROL REFICAR Refinery Colombia;COMMISSIONING;Testing & Handover;2.1.3.01;4;Backup and preparation for transfer of functionalities
2WAA069020;Optimax - ECOPETROL REFICAR Refinery Colombia;COMMISSIONING;Testing & Handover;2.1.3.01;2;Transfer of signals and assets to production server
2WAA069020;Optimax - ECOPETROL REFICAR Refinery Colombia;COMMISSIONING;Testing & Handover;2.1.3.01;2;
2WAA069020;Optimax - ECOPETROL REFICAR Refinery Colombia;COMMISSIONING;Testing & Handover;2.1.3.01;1;
2WAA069020;Optimax - ECOPETROL REFICAR Refinery Colombia;COMMISSIONING;Testing & Handover;2.1.3.01;1;
2WAA069020;Optimax - ECOPETROL REFICAR Refinery Colombia;COMMISSIONING;Testing & Handover;2.1.3.01;1;
2WAA069020;Optimax - ECOPETROL REFICAR Refinery Colombia;COMMISSIONING;Testing & Handover;2.1.3.01;1;
2WAA069020;Optimax - ECOPETROL REFICAR Refinery Colombia;COMMISSIONING;Testing & Handover;2.1.3.01;1;
2WAA069020;Optimax - ECOPETROL REFICAR Refinery Colombia;COMMISSIONING;Testing & Handover;2.1.3.01;1;
2WAA069020;Optimax - ECOPETROL REFICAR Refinery Colombia;COMMISSIONING;Testing & Handover;2.1.3.01;1;
2WAA069020;Optimax - ECOPETROL REFICAR Refinery Colombia;COMMISSIONING;Testing & Handover;2.1.3.01;1;
2WAA069020;Optimax - ECOPETROL REFICAR Refinery Colombia;COMMISSIONING;Testing & Handover;2.1.3.01;1;
2WAA072036;Shell ETCA EMS Optimax;Engineering;Documentation;2.2.3.1.01;3;FDS tasks & responsibilities meeting and preparation
2WAA072036;Shell ETCA EMS Optimax;Engineering;Documentation;2.2.3.1.01;1;Planning FDS meeting
2WAA072036;Shell ETCA EMS Optimax;Engineering;Documentation;2.2.3.1.01;2;FDS creation and updates
2WAA072036;Shell ETCA EMS Optimax;Engineering;Documentation;2.2.3.1.01;2;FDS creation and updates
2WAA072036;Shell ETCA EMS Optimax;Engineering;Documentation;2.2.3.1.01;4;FDS creation and updates
2WAA072036;Shell ETCA EMS Optimax;Engineering;Documentation;2.2.3.1.01;2;FDS creation and updates
2WAA072036;Shell ETCA EMS Optimax;Engineering;Documentation;2.2.3.1.01;2;FDS creation and updates
2WAA072036;Shell ETCA EMS Optimax;Engineering;Documentation;2.2.3.1.01;3;FDS creation and updates
2WAA072036;Shell ETCA EMS Optimax;Engineering;Documentation;2.2.3.1.01;2;FDS creation and updates
2WAA072036;Shell ETCA EMS Optimax;Engineering;Documentation;2.2.3.1.01;2;FDS creation and updates
2WAA072036;Shell ETCA EMS Optimax;Engineering;Documentation;2.2.3.1.01;3;FDS creation and updates
2WAA072036;Shell ETCA EMS Optimax;Engineering;Documentation;2.2.3.1.01;3;FDS creation and updates
2WAA072036;Shell ETCA EMS Optimax;Engineering;Documentation;2.2.3.1.01;3;FDS creation and updates
2WAA072036;Shell ETCA EMS Optimax;Engineering;Documentation;2.2.3.1.01;2;FDS creation
2WAA072036;Shell ETCA EMS Optimax;Engineering;Documentation;2.2.3.1.01;2;FDS creation
2WAA072036;Shell ETCA EMS Optimax;Engineering;Documentation;2.2.3.1.01;2;FDS creation
2WAA072036;Shell ETCA EMS Optimax;Engineering;Documentation;2.2.3.1.01;2;FDS creation
2WAA072036;Shell ETCA EMS Optimax;Engineering;Documentation;2.2.3.1.01;2;FDS creation
2WAA072036;Shell ETCA EMS Optimax;Engineering;Documentation;2.2.3.1.01;2;FDS creation
2WAA072036;Shell ETCA EMS Optimax;Engineering;Documentation;2.2.3.1.01;2;FDS creation
2WAA072036;Shell ETCA EMS Optimax;Engineering;Documentation;2.2.3.1.01;2;FDS creation
2WAA072036;Shell ETCA EMS Optimax;Engineering;Documentation;2.2.3.1.01;2;FDS creation
2WAA072036;Shell ETCA EMS Optimax;Engineering;Documentation;2.2.3.1.01;2;FDS creation
2WAA072036;Shell ETCA EMS Optimax;Engineering;Documentation;2.2.3.1.01;2;FDS creation
2WAA072036;Shell ETCA EMS Optimax;Engineering;Documentation;2.2.3.1.01;2;FDS creation
2WAA072036;Shell ETCA EMS Optimax;Engineering;Documentation;2.2.3.1.01;2;FDS creation
2WAA072036;Shell ETCA EMS Optimax;Engineering;Documentation;2.2.3.1.01;2;FDS creation
2WAA072036;Shell ETCA EMS Optimax;Engineering;Documentation;2.2.3.1.01;2;FDS creation
2WAA072036;Shell ETCA EMS Optimax;Engineering;Documentation;2.2.3.1.01;4;FDS creation
2WAA072036;Shell ETCA EMS Optimax;Engineering;Engineering;2.2.3.1.03;2;
2WAA072036;Shell ETCA EMS Optimax;Engineering;Engineering;2.2.3.1.03;2;Sunspec modbus meeting
2WAA072036;Shell ETCA EMS Optimax;Engineering;Engineering;2.2.3.1.03;2;Network meeting
2WAA072036;Shell ETCA EMS Optimax;Engineering;Engineering;2.2.3.1.03;2;
2WAA072036;Shell ETCA EMS Optimax;Engineering;Engineering;2.2.3.1.03;2;
2WAA072036;Shell ETCA EMS Optimax;Engineering;Engineering;2.2.3.1.03;1;Load scheduler discussion
2WAA072036;Shell ETCA EMS Optimax;Engineering;Engineering;2.2.3.1.03;1;Load scheduler discussion
2WAA072036;Shell ETCA EMS Optimax;Engineering;Engineering;2.2.3.1.03;1;Load scheduler discussion
2WAA072036;Shell ETCA EMS Optimax;Engineering;Engineering;2.2.3.1.03;1;Alarms and maintenance internal discussion
2WAA072036;Shell ETCA EMS Optimax;Engineering;Engineering;2.2.3.1.03;1;
2WAA072036;Shell ETCA EMS Optimax;Engineering;Engineering;2.2.3.1.03;2;Weather forecast research and discussion
2WAA072036;Shell ETCA EMS Optimax;Engineering;Engineering;2.2.3.1.03;4;Hardware prerequisites discussion and research
2WAA072036;Shell ETCA EMS Optimax;Engineering;Engineering;2.2.3.1.03;4;Final FDS discussions on various tech topics
2WAA072036;Shell ETCA EMS Optimax;Engineering;Engineering;2.2.3.1.03;1;
2WAA072036;Shell ETCA EMS Optimax;Engineering;Engineering;2.2.3.1.03;3;meeting
2WAA072036;Shell ETCA EMS Optimax;Engineering;Engineering;2.2.3.1.03;2;meetings
2WAA072036;Shell ETCA EMS Optimax;Engineering;Engineering;2.2.3.1.03;2;engineering execution planning
2WAA072036;Shell ETCA EMS Optimax;Engineering;Engineering;2.2.3.1.03;4;open-meteo and modbus conversion
2WAA072036;Shell ETCA EMS Optimax;Engineering;Engineering;2.2.3.1.03;2;
2WAA072036;Shell ETCA EMS Optimax;Engineering;Engineering;2.2.3.1.03;2;
2WAA072036;Shell ETCA EMS Optimax;Engineering;Engineering;2.2.3.1.03;1;
2WAA072036;Shell ETCA EMS Optimax;Engineering;Engineering;2.2.3.1.03;2;
2WAA072036;Shell ETCA EMS Optimax;Engineering;Engineering;2.2.3.1.03;2;Sonnen Modbus meeting + ETCA pres discussion
2WAA072036;Shell ETCA EMS Optimax;Engineering;Engineering;2.2.3.1.03;2;Presentation and Process meetings
2WAA072036;Shell ETCA EMS Optimax;Engineering;Engineering;2.2.3.1.03;2;
2WAA072036;Shell ETCA EMS Optimax;Engineering;Engineering;2.2.3.1.03;5;Presentation & Planning meetings
2WAA072036;Shell ETCA EMS Optimax;Engineering;Engineering;2.2.3.1.03;2;
2WAA072036;Shell ETCA EMS Optimax;Engineering;Engineering;2.2.3.1.03;2;
2WAA072036;Shell ETCA EMS Optimax;Engineering;Engineering;2.2.3.1.03;2;engineering process planning
2WAA072036;Shell ETCA EMS Optimax;Engineering;Engineering;2.2.3.1.03;1;Planning & Roles feedback | Accenture & ABB
2WAA072036;Shell ETCA EMS Optimax;Engineering;Engineering;2.2.3.1.03;1;Project planning
2WAA072036;Shell ETCA EMS Optimax;Engineering;Engineering;2.2.3.1.03;2;"NLABB//OPC: ETCA EMS (Variation) Order
internal weekly catchup"
2WAA072036;Shell ETCA EMS Optimax;Engineering;Engineering;2.2.3.1.03;1;internal weekly catchup
2WAA072036;Shell ETCA EMS Optimax;Engineering;Engineering;2.2.3.1.03;1;Catchup ETCA
2WAA072036;Shell ETCA EMS Optimax;Engineering;Engineering;2.2.3.1.03;2;OPC UA forge
2WAA072036;Shell ETCA EMS Optimax;Engineering;Engineering;2.2.3.1.03;2;FDS comments cleanup
2WAA072036;Shell ETCA EMS Optimax;Engineering;Engineering;2.2.3.1.03;2;OPC UA forge
2WAA072036;Shell ETCA EMS Optimax;Engineering;Engineering;2.2.3.1.03;4;"Engineering tasks discussion - Load Scheduler
Engineering tasks discussion - dev VM"
2WAA072036;Shell ETCA EMS Optimax;Engineering;Engineering;2.2.3.1.03;4;"Engineering tasks discussion - IO list and dashies
Engineering tasks discussion - modeling"
2WAA072036;Shell ETCA EMS Optimax;Engineering;Engineering;2.2.3.1.03;2;Engineering tasks discussion - ind communication
2WAA072036;Shell ETCA EMS Optimax;Engineering;Engineering;2.2.3.1.03;4;"Accenture hand over
Task list and other admin tasks related to project
VM planning and setup"
2WAA072036;Shell ETCA EMS Optimax;Engineering;Engineering;2.2.3.1.03;4;UI deployment
2WAA072036;Shell ETCA EMS Optimax;Engineering;Engineering;2.2.3.1.03;3;"UI development
random data sim script"
2WAA072036;Shell ETCA EMS Optimax;Engineering;Engineering;2.2.3.1.03;5;Site Overview design
2WAA072036;Shell ETCA EMS Optimax;Engineering;Engineering;2.2.3.1.03;4;Flexible assets sim
2WAA072036;Shell ETCA EMS Optimax;Engineering;Engineering;2.2.3.1.03;4;"RTO graphs
Data sim"
2WAA072036;Shell ETCA EMS Optimax;Engineering;Engineering;2.2.3.1.03;2;"Catchup meeting /w Pedro
Dashboard design"
2WAA072036;Shell ETCA EMS Optimax;Engineering;Engineering;2.2.3.1.03;4;Historical data import and preparation
2WAA072036;Shell ETCA EMS Optimax;Engineering;Engineering;2.2.3.1.03;4;"Dashboards
Bess sim script drafting"
2WAA072036;Shell ETCA EMS Optimax;Engineering;Engineering;2.2.3.1.03;4;"Data sim script development
BESS sim script development"
2WAA072036;Shell ETCA EMS Optimax;Engineering;Engineering;2.2.3.1.03;4;"BESS sim implementation and testing
Dashboards design"
2WAA072036;Shell ETCA EMS Optimax;Engineering;Engineering;2.2.3.1.03;4;Cascade model development
2WAA072036;Shell ETCA EMS Optimax;Engineering;Engineering;2.2.3.1.03;4;model dev, implementation and testing
2WAA072036;Shell ETCA EMS Optimax;Engineering;Engineering;2.2.3.1.03;5;"model dev, implementation and testing
modeling discussion meetings"
2WAA072036;Shell ETCA EMS Optimax;Engineering;Engineering;2.2.3.1.03;4;model dev, implementation and testing
2WAA072036;Shell ETCA EMS Optimax;Engineering;Engineering;2.2.3.1.03;4;model dev, implementation and testing
2WAA072036;Shell ETCA EMS Optimax;Engineering;Engineering;2.2.3.1.03;4;model dev
2WAA072036;Shell ETCA EMS Optimax;Engineering;Engineering;2.2.3.1.03;4;DAO script development
2WAA072036;Shell ETCA EMS Optimax;Engineering;Engineering;2.2.3.1.03;6;Forecast dev, catch-up with LBU, modeling discussion
2WAA072036;Shell ETCA EMS Optimax;Engineering;Engineering;2.2.3.1.03;4;Forecast and modeling
2WAA072036;Shell ETCA EMS Optimax;Engineering;Engineering;2.2.3.1.03;2;"Client meeting follow up
Forecast"
2WAA072036;Shell ETCA EMS Optimax;Engineering;Engineering;2.2.3.1.03;6;"model
forecast
dashboards"
2WAA072036;Shell ETCA EMS Optimax;Engineering;Engineering;2.2.3.1.03;3;"model
dashboard
forecast"
2WAA072036;Shell ETCA EMS Optimax;Engineering;Engineering;2.2.3.1.03;2;Cost function discussion
2WAA072036;Shell ETCA EMS Optimax;Engineering;Engineering;2.2.3.1.03;3;"forecast
model"
2WAA072036;Shell ETCA EMS Optimax;Engineering;Engineering;2.2.3.1.03;2;forecasts and model
2WAA072036;Shell ETCA EMS Optimax;Engineering;Engineering;2.2.3.1.03;4;"IDO forecast
model"
2WAA072036;Shell ETCA EMS Optimax;Engineering;Engineering;2.2.3.1.03;3;"IDO forecast
model"
2WAA072036;Shell ETCA EMS Optimax;Engineering;Engineering;2.2.3.1.03;4;"DAO forecasts (x3)
model"
2WAA072036;Shell ETCA EMS Optimax;Engineering;Engineering;2.2.3.1.03;3;"model
reporting ui"
2WAA072036;Shell ETCA EMS Optimax;Engineering;Engineering;2.2.3.1.03;3;Model
2WAA072036;Shell ETCA EMS Optimax;Engineering;Engineering;2.2.3.1.03;3;Model
2WAA072036;Shell ETCA EMS Optimax;Engineering;Engineering;2.2.3.1.03;3;"DAO debug
DAO dashboard"
2WAA072036;Shell ETCA EMS Optimax;Engineering;Engineering;2.2.3.1.03;5;IDO debugging and testing
2WAA072036;Shell ETCA EMS Optimax;Engineering;Engineering;2.2.3.1.03;4;RTO, dashboards
2WAA072036;Shell ETCA EMS Optimax;Engineering;Engineering;2.2.3.1.03;2;IDA, DAO, dashboards
2WAA072036;Shell ETCA EMS Optimax;Engineering;Engineering;2.2.3.1.03;4;RTO, dashboards
2WAA072036;Shell ETCA EMS Optimax;Engineering;Engineering;2.2.3.1.03;2;RTO
2WAA072036;Shell ETCA EMS Optimax;Engineering;Engineering;2.2.3.1.03;2;RTO
2WAA072036;Shell ETCA EMS Optimax;Engineering;Engineering;2.2.3.1.03;6;"FAT protocol preparation
watchdogs, dashboards
FAT protocol preparation
optimization"
2WAA072036;Shell ETCA EMS Optimax;Engineering;Engineering;2.2.3.1.03;6;"FAT protocol preparation
watchdogs, dashboards
FAT protocol preparation
optimization"
2WAA072036;Shell ETCA EMS Optimax;Engineering;Engineering;2.2.3.1.03;2;watchdogs, dashboards
2WAA072036;Shell ETCA EMS Optimax;Engineering;Engineering;2.2.3.1.03;3;watchdogs, dashboards
2WAA072036;Shell ETCA EMS Optimax;Engineering;Engineering;2.2.3.1.03;6;RTO, dashboards
2WAA072036;Shell ETCA EMS Optimax;Engineering;Engineering;2.2.3.1.03;5;RTO, dashboards
2WAA072036;Shell ETCA EMS Optimax;Engineering;Engineering;2.2.3.1.03;4;"RTO
meetings"
2WAA072036;Shell ETCA EMS Optimax;Engineering;Engineering;2.2.3.1.03;4;RTO, dashboards
2WAA072036;Shell ETCA EMS Optimax;Engineering;Engineering;2.2.3.1.03;4;"dashboard presentation
settings UI"
2WAA072036;Shell ETCA EMS Optimax;Engineering;Engineering;2.2.3.1.03;2;"dashboard presentation
settings UI"
2WAA072036;Shell ETCA EMS Optimax;Engineering;Engineering;2.2.3.1.03;5;"DAO dashboards
DAO forecasts
DAO optimization
forecast and optimization sync"
2WAA072036;Shell ETCA EMS Optimax;Engineering;Engineering;2.2.3.1.03;5;"DAO dashboards
DAO forecasts
DAO optimization
forecast and optimization sync"
2WAA072036;Shell ETCA EMS Optimax;Engineering;Engineering;2.2.3.1.03;4;"DAO dashboards
DAO forecasts
DAO optimization
forecast and optimization sync"
2WAA072036;Shell ETCA EMS Optimax;Engineering;Engineering;2.2.3.1.03;4;"DAO dashboards
DAO forecasts
DAO optimization
forecast and optimization sync"
2WAA072036;Shell ETCA EMS Optimax;Engineering;Engineering;2.2.3.1.03;5;"Optimization testing and improvement
Feedback implementation
Load Scheduler development"
2WAA072036;Shell ETCA EMS Optimax;Engineering;Engineering;2.2.3.1.03;5;"Optimization testing and improvement
Feedback implementation
Load Scheduler development"
2WAA072036;Shell ETCA EMS Optimax;Engineering;Engineering;2.2.3.1.03;5;"Optimization testing and improvement
Feedback implementation
Load Scheduler development"
2WAA072036;Shell ETCA EMS Optimax;Engineering;Engineering;2.2.3.1.03;5;"Optimization testing and improvement
Feedback implementation
Load Scheduler development"
2WAA072036;Shell ETCA EMS Optimax;Engineering;Engineering;2.2.3.1.03;5;"Optimization testing and improvement
Feedback implementation
Load Scheduler development"
2WAA072036;Shell ETCA EMS Optimax;Engineering;Engineering;2.2.3.1.03;4;"Optimization testing and improvement
Feedback implementation
Load Scheduler development"
2WAA072036;Shell ETCA EMS Optimax;Engineering;Engineering;2.2.3.1.03;5;"Optimization testing and improvement
Feedback implementation
Load Scheduler development"
2WAA072036;Shell ETCA EMS Optimax;Engineering;Engineering;2.2.3.1.03;5;"Optimization testing and improvement
Feedback implementation
Load Scheduler development"
2WAA072036;Shell ETCA EMS Optimax;Engineering;Engineering;2.2.3.1.03;3;"Optimization testing and improvement
Feedback implementation
Load Scheduler development"
2WAA072036;Shell ETCA EMS Optimax;Engineering;Engineering;2.2.3.1.03;5;"Optimization testing and improvement
Feedback implementation
Load Scheduler development"
2WAA072036;Shell ETCA EMS Optimax;Engineering;Engineering;2.2.3.1.03;5;"testing
reports
alarms"
2WAA072036;Shell ETCA EMS Optimax;Engineering;Engineering;2.2.3.1.03;3;"optimization and forecast debugging
dashboards update"
2WAA072036;Shell ETCA EMS Optimax;Engineering;Engineering;2.2.3.1.03;6;"testing
reports
alarms"
2WAA072036;Shell ETCA EMS Optimax;Engineering;Engineering;2.2.3.1.03;3;"testing
reports
alarms"
2WAA072036;Shell ETCA EMS Optimax;Engineering;Engineering;2.2.3.1.03;3;"testing
reports
alarms"
2WAA072036;Shell ETCA EMS Optimax;Engineering;Engineering;2.2.3.1.03;6;"testing
model upgrade
transfer to prod server"
2WAA072036;Shell ETCA EMS Optimax;Engineering;Engineering;2.2.3.1.03;4;"testing
model upgrade
transfer to prod server"
2WAA072036;Shell ETCA EMS Optimax;Engineering;Engineering;2.2.3.1.03;5;"testing
model upgrade
transfer to prod server"
2WAA072036;Shell ETCA EMS Optimax;Engineering;Factory Acceptance Test (FAT);2.2.3.1.12;2;FAT documentation creation
2WAA072036;Shell ETCA EMS Optimax;Engineering;Factory Acceptance Test (FAT);2.2.3.1.12;2;FAT protocol preparation
2WAA072036;Shell ETCA EMS Optimax;Engineering;Factory Acceptance Test (FAT);2.2.3.1.12;2;FAT protocol preparation
2WAA072036;Shell ETCA EMS Optimax;Engineering;Factory Acceptance Test (FAT);2.2.3.1.12;1;FAT docs preparation
2WAA072036;Shell ETCA EMS Optimax;Engineering;Factory Acceptance Test (FAT);2.2.3.1.12;1;FAT docs preparation
2WAA072036;Shell ETCA EMS Optimax;Engineering;Factory Acceptance Test (FAT);2.2.3.1.12;1;FAT docs preparation
2WAA072036;Shell ETCA EMS Optimax;Engineering;Factory Acceptance Test (FAT);2.2.3.1.12;1;FAT docs preparation
2WAA072036;Shell ETCA EMS Optimax;Engineering;Factory Acceptance Test (FAT);2.2.3.1.12;1;preparing fat docs
2WAA072036;Shell ETCA EMS Optimax;Engineering;Factory Acceptance Test (FAT);2.2.3.1.12;1;preparing fat docs
2WAA072036;Shell ETCA EMS Optimax;Engineering;Factory Acceptance Test (FAT);2.2.3.1.12;1;preparing fat docs
2WAA072036;Shell ETCA EMS Optimax;Engineering;Factory Acceptance Test (FAT);2.2.3.1.12;1;preparing fat docs
2WAA072036;Shell ETCA EMS Optimax;Engineering;Factory Acceptance Test (FAT);2.2.3.1.12;1;FAT protocol update
2WAA072036;Shell ETCA EMS Optimax;Engineering;Factory Acceptance Test (FAT);2.2.3.1.12;1;FAT meeting
2WAA072036;Shell ETCA EMS Optimax;Engineering;Installation;2.2.3.1.09;1;6.4 update
2WAA072036;Shell ETCA EMS Optimax;Engineering;Installation;2.2.3.1.09;1;6.4 update
2WAA072036;Shell ETCA EMS Optimax;Project management;Int. Communicatin;2.2.2.1.06;4;KO meeting and preparation
2WAA072036;Shell ETCA EMS Optimax;Project management;Int. Communicatin;2.2.2.1.06;1;internal engineering meeting
2WAA072036;Shell ETCA EMS Optimax;Project management;Int. Communicatin;2.2.2.1.06;2;internal engineering meeting
2WAA072036;Shell ETCA EMS Optimax;Project management;Int. Communicatin;2.2.2.1.06;1;Technical Daily Meetings
2WAA072036;Shell ETCA EMS Optimax;Project management;Int. Communicatin;2.2.2.1.06;1;Technical Daily Meetings
2WAA072036;Shell ETCA EMS Optimax;Project management;Int. Communicatin;2.2.2.1.06;1;Technical Daily Meetings
2WAA072036;Shell ETCA EMS Optimax;Project management;Int. Communicatin;2.2.2.1.06;3;meetings: EMS demo presentation & Dependencies in FDS
2WAA072036;Shell ETCA EMS Optimax;Project management;Int. Communicatin;2.2.2.1.06;1;Technical Daily Meetings
2WAA072036;Shell ETCA EMS Optimax;Project management;Int. Communicatin;2.2.2.1.06;1;Technical Daily Meetings
2WAA072036;Shell ETCA EMS Optimax;Project management;Int. Communicatin;2.2.2.1.06;1;Technical Daily Meetings
2WAA072036;Shell ETCA EMS Optimax;Project management;Int. Communicatin;2.2.2.1.06;1;Load Scheduler deep dive meeting
2WAA072036;Shell ETCA EMS Optimax;Project management;Int. Communicatin;2.2.2.1.06;2;Technical Daily Meetings + SRS<->ABB meeting
2WAA072036;Shell ETCA EMS Optimax;Project management;Int. Communicatin;2.2.2.1.06;1;Daily tech standups and other meetings
2WAA072036;Shell ETCA EMS Optimax;Project management;Int. Communicatin;2.2.2.1.06;1;Daily tech standups and other meetings
2WAA072036;Shell ETCA EMS Optimax;Project management;Int. Communicatin;2.2.2.1.06;1;Daily tech standups and other meetings
2WAA072036;Shell ETCA EMS Optimax;Project management;Int. Communicatin;2.2.2.1.06;1;Daily tech standups and other meetings
2WAA072036;Shell ETCA EMS Optimax;Project management;Int. Communicatin;2.2.2.1.06;1;Daily tech standups and other meetings
2WAA072036;Shell ETCA EMS Optimax;Project management;Int. Communicatin;2.2.2.1.06;1;Daily tech standups and other meetings
2WAA072036;Shell ETCA EMS Optimax;Project management;Int. Communicatin;2.2.2.1.06;1;Daily tech standups and other meetings
2WAA072036;Shell ETCA EMS Optimax;Project management;Int. Communicatin;2.2.2.1.06;2;Daily tech standups and other meetings + Operations blueprint
2WAA072036;Shell ETCA EMS Optimax;Project management;Int. Communicatin;2.2.2.1.06;1;Daily tech standups and other meetings
2WAA072036;Shell ETCA EMS Optimax;Project management;Int. Communicatin;2.2.2.1.06;2;Daily tech standups and other meetings
2WAA072036;Shell ETCA EMS Optimax;Project management;Int. Communicatin;2.2.2.1.06;2;Daily tech standups and other meetings
2WAA072036;Shell ETCA EMS Optimax;Project management;Int. Communicatin;2.2.2.1.06;2;Daily tech standups and other meetings
2WAA072036;Shell ETCA EMS Optimax;Project management;Int. Communicatin;2.2.2.1.06;2;Daily tech standups and other meetings
2WAA072036;Shell ETCA EMS Optimax;Project management;Int. Communicatin;2.2.2.1.06;2;Daily tech standups and other meetings
2WAA072036;Shell ETCA EMS Optimax;Project management;Int. Communicatin;2.2.2.1.06;1;Daily tech standups and other meetings
2WAA072036;Shell ETCA EMS Optimax;Project management;Int. Communicatin;2.2.2.1.06;1;Daily tech standups and other meetings
2WAA072036;Shell ETCA EMS Optimax;Project management;Int. Communicatin;2.2.2.1.06;1;Daily tech standups and other meetings
2WAA072478;Denmark Optimax Support;Engineering;Engineering;2.1.2.03;1;Kick off meeting
